date,text,likes_count,comments_count,reposts_count,views_count,article_or_link,final_url,article,тип,brand,name,price,old_price,rating,reviews,discount
,,,,,,,,259490993,,geltekcosmetics,"Гель интимный со вкусом персик-манго на водной основе, 50 мл",680.0,1114.0,4.7,175.0,38.95870736086176
,,,,,,,,267704945,,geltekcosmetics,Дорожный набор шампунь бессульфатный и кондиционер для волос,360.0,590.0,4.9,320.0,38.983050847457626
,,,,,,,,6955928,,geltekcosmetics,Тоник для лица увлажняющий с гидролизатом коллагена и алоэ в…,738.0,1274.0,4.9,3863.0,42.072213500784926
,,,,,,,,174026846,,geltekcosmetics,Бальзам кондиционер для волос увлажняющий с протеинами шелка,781.0,1309.0,4.9,786.0,40.33613445378151
,,,,,,,,712202592,,geltekcosmetics,"Гель Retiderm 1.0, 30 мл",2683.0,5773.0,5.0,4.0,53.5250303135285
,,,,,,,,712267987,,geltekcosmetics,"Масло для душа Black Cassis, 390 мл",1446.0,2494.0,4.9,31.0,42.02085004009623
,,,,,,,,159564165,,geltekcosmetics,Увлажняющий крем для рук и ног с церамидами восстанавливающи…,1761.0,2906.0,4.9,594.0,39.401238816242255
2024-08-05 08:48:55,"Гель для интимной гигиены вместо средства 3 в 1, или Зачем нужно отдельное средство для мужчин 
 
Многие мужчины любят многофункциональные средства по заветам рекламы из нашей юности. Идеально, чтобы средством из одной банки можно было помыть и голову, и руки, и ноги и почистить зубы заодно. 🫧 
 
Но есть участки тела, которым нужна особая забота. Почему? 
 
В интимной зоне кожа и слизистые тоньше, чем на всём теле, их пересыхание чревато микротравмами, через которые может попасть инфекция. Так что уходовое средство должно быть деликатным, мягким и достаточно увлажнять кожу. Плюс иметь нейтральный pH (около 6), который близок к pH кожи в интимной зоне мужчин. 
 
У женщин при этом pH слабокислый (около 4,5), поэтому женские средства мужчинам не подходят. А любое мыло, так как оно щелочное, не подходит вообще никому, поскольку сушит кожу и не щадит ни бактерии, ни микробиом. 
 
Для ухода за интимными зонами ваших мужчин мы рекомендуем приобрести отдельное средство — мужской гель для интимной гигиены. Это не только про чистоту и свежесть. Прежде всего это про здоровье и баланс микрофлоры. Так что позаботьтесь о своём мужчине. Ведь кто, если не вы, правда? 
 
Гель объёмом 240 мл можно приобрести на WB ([#alias|vk.cc/cz0s0Q|https://vk.cc/cz0s0Q]). Хватит надолго. 
 
А ваш мужчина предпочитает средства 10 в 1 или он за разумный подход?",12.0,0.0,1.0,1403.0,https://vk.cc/cz0s0Q,https://www.wildberries.ru/catalog/152487382/detail.aspx,152487382,ссылка на WB,geltekcosmetics,"Гель для интимной гигиены мужской гипоаллергенный, 240 мл",1029.0,1518.0,4.9,3234.0,32.21343873517787
,,,,,,,,712202607,,geltekcosmetics,"Гель для кожи вокруг глаз, 30 мл",1486.0,4976.0,5.0,6.0,70.13665594855306
,,,,,,,,147938280,,geltekcosmetics,"Крем для лица антивозрастной от морщин омолаживающий, 30 мл",1681.0,2609.0,4.9,9416.0,35.569183595247225
2025-02-14 09:00:03,"Новинка: колд-крем для рук Frost Guard 
 
На город опускается зима, и тут же кожа рук сохнет, шелушится и трескается. Вы ищете средство, способное облегчить состояние кожи, но не находите. Кремы вроде бы помогают, но после мытья рук или пяти минут без перчаток на улице всё возвращается на круги своя. 
 
Мы близко знакомы с этой проблемой, поэтому создали колд-крем для рук Frost Guard. 
 
Он восстанавливает кожу и защищает её от холода и перепадов температур. 
 
Подходит для сухой, раздражённой и атопичной кожи рук. 
 
Состав крема — настоящий отряд по устранению сухости, восстановлению липидного барьера и длительному смягчению. 
 
Сквалан — восстанавливает липидный слой кожи, укрепляет его и предотвращает потерю влаги, ускоряет заживление.
Витамин F — устраняет шелушение, ощущение стянутости и разглаживает мелкие морщинки.
Ланолин — удерживает влагу, предотвращая сухость и шелушение, а также создаёт на коже барьер, защищая её от холода и ветра.
Церамиды — укрепляют естественный барьер кожи, удерживая влагу и защищая от агрессивного воздействия окружающей среды.
Витамин А — мощный антиоксидантный компонент, который помогает коже оставаться упругой и эластичной. 
 
Крем дарит длительное смягчение и защищает руки даже в самую холодную погоду. 
 
Колд-крем для рук Frost Guard уже доступен на сайте ([#alias|vk.cc/cIAxP6|https://vk.cc/cIAxP6]) и маркетплейсах WB ([#alias|vk.cc/cIAxUi|https://vk.cc/cIAxUi]), OZON ([#alias|vk.cc/cIAxWP|https://vk.cc/cIAxWP]).",42.0,1.0,1.0,3014.0,https://vk.cc/cIAxUi,https://www.wildberries.ru/catalog/311680638/detail.aspx?targetUrl=GP,311680638,ссылка на WB,geltekcosmetics,"Питательный крем для рук Frost Guard, 50 мл",707.0,1247.0,4.9,1070.0,43.30392943063352
,,,,,,,,223908732,,geltekcosmetics,"БАД липосомальный комплекс витаминов D3 и K2, 60 капсул",783.0,1152.0,4.9,920.0,32.03125
,,,,,,,,19037923,,geltekcosmetics,Всесезонный кислотный пилинг для лица 50мл,4118.0,6292.0,4.9,150.0,34.551811824539094
,,,,,,,,318359590,,geltekcosmetics,"Молочко для тела, лосьон для тела Cucumber Breeze, 390 мл",1609.0,2336.0,4.9,334.0,31.12157534246575
,,,,,,,,6807615,,geltekcosmetics,Гель от отеков и темных кругов под глазами,1937.0,3254.0,4.8,2190.0,40.47326367547633
,,,,,,,,365969991,,geltekcosmetics,"Гель - масло для душа увлажняющее Black cassis, 390 мл",1533.0,2259.0,4.9,1301.0,32.13811420982736
,,,,,,,,10165034,,geltekcosmetics,"Гель для умывания и очищения век Блефарогель, демакияж, 30мл",925.0,1353.0,4.9,1934.0,31.63340724316334
,,,,,,,,12846265,,geltekcosmetics,Токопроводящий гель для микротоков лица тонизирующий,1428.0,2104.0,4.8,584.0,32.129277566539926
,,,,,,,,6955952,,geltekcosmetics,Очищающий тоник для лица с АНА-кислотами освежающий 200 мл,1886.0,3042.0,4.9,1171.0,38.00131492439185
,,,,,,,,8461686,,geltekcosmetics,Крем для лица увлажняющий с SPF 10 дневной,2164.0,3490.0,4.9,2020.0,37.99426934097421
,,,,,,,,174024938,,geltekcosmetics,Кондиционер бальзам восстанавливающий для поврежденных волос,1465.0,2481.0,4.9,829.0,40.95122934300685
2026-04-02 10:11:54,"Обновление в линейке Geltek Sport: гель-концентрат разогревающий ([#alias|vk.cc/cW7p1P|vk.cc/cW7p1P]) 
 
Если вам кажется, что вы уже видели у нас такой продукт, ваши глаза вас не обманывают. Действительно, когда-то мы его уже выпускали, но потом на время сняли с производства. И вот он вернулся! 
 
Напоминаем, что это за продукт. 
 
Гель создан, чтобы подготовить суставы и мышцы к долгим физическим нагрузкам в зале или к зимним видам спорта: лыжи, сноуборд, фигурное катание или хоккей, бег либо другие активности на улице. 
 
Поскольку это именно концентрат, небольшая порция геля содержит высокие дозы активов. Он начинает действовать быстро, а для эффекта не нужно большое количество средства. 
 
Когда и как его использовать? 
 
— Перед тренировкой, чтобы повысить эффективность разминки, разогреть мышцы, снизить риск растяжений и травм. 
Важно: гель не заменяет разминку, но усиливает её эффект. 
 
— После тренировки, чтобы снять мышечное напряжение и быстрее восстановиться, снизить дискомфорт при лёгких травмах, например растяжениях. 
 
— Гель можно использовать как разогревающее средство перед массажем, для адаптации кожи и мышц к интенсивному воздействию. 
 
Что в составе? 
 
— Ванилил бутиловый эфир, камфора и экстракт красного чилийского перца обеспечивают мягкий, но интенсивный разогрев кожи, который ощущается практически сразу после нанесения. 
— Вазоактивные экстракты конского каштана, арники и троксерутин улучшают кровообращение. 
— Кофеин даёт лимфодренажный эффект. 
— Экстракт календулы отвечает за противовоспалительное и успокаивающее действие. 
 
Продолжительность теплового эффекта варьирует от 30 минут до 1,5–2 часов. 
 
Если у вас чувствительная кожа, рекомендуем нанести средство на небольшой участок тела для теста. С осторожностью наносите гель после банных процедур — разогрев может быть слишком сильным. 
 
Продукт уже доступен на сайте ([#alias|vk.cc/cW7p1P|vk.cc/cW7p1P]), WB ([#alias|vk.cc/cW7pjb|vk.cc/cW7pjb]), Ozon ([#alias|vk.cc/cW7pwI|vk.cc/cW7pwI]), «Яндекс Маркете» ([#alias|vk.cc/cW7pBZ|vk.cc/cW7pBZ]), «Золотое Яблоко» ([#alias|vk.cc/cW7pM7|vk.cc/cW7pM7]).",23.0,0.0,0.0,1565.0,https://vk.cc/cW7pjb,https://www.wildberries.ru/catalog/289275878/detail.aspx,289275878,ссылка на WB,geltekcosmetics,Гель концентрат разогревающий Geltek Sport 100 мл,473.0,1565.0,4.9,185.0,69.77635782747605
,,,,,,,,712202601,,geltekcosmetics,"Гель для душа Acid Therapy, 240 мл",1449.0,2604.0,5.0,7.0,44.354838709677416
,,,,,,,,15146247,,geltekcosmetics,Токопроводящий гель для микротоков лица омолаживающий,1447.0,2132.0,4.9,814.0,32.129455909943715
,,,,,,,,118084354,,geltekcosmetics,Крем для век антивозрастной увлажняющий с пептидами 30 мл,2213.0,3569.0,4.9,5244.0,37.99383580834968
,,,,,,,,231837411,,geltekcosmetics,Крем флюид для тела с ретинолом,2528.0,4077.0,4.9,2659.0,37.993622761834686
2024-06-29 07:00:02,"Витамин D летом: почему солнца недостаточно? 
 
Многие из вас наверняка знают, что витамин D вырабатывается в организме самостоятельно под воздействием УФ-лучей. Отсюда появился распространённый миф — летом витамин D пить не нужно. 
 
Но на самом деле у большинства жителей России его вырабатывается недостаточно даже в период активного солнца. ☀ 
 
👉🏼 Во-первых, потому что для этого под солнечными лучами нужно проводить много времени, а большинство из нас весь день находится на работе, в помещении. 
 
👉🏼 Во-вторых, потому что применение солнцезащиты с SPF 30 снижает способность синтезировать витамин D на 95%. А использовать SPF необходимо, чтобы уменьшить риск фотостарения и меланомы. 
 
Поскольку витамин D жирорастворимый, эффективнее принимать его не самостоятельно, а в комплексе с ПНЖК омега-3. 
 
Как вы понимаете, наш БАД «Omega-3 + D3 2000 МЕ» ([#alias|vk.cc/cy2rU5|https://vk.cc/cy2rU5]) появился не просто так.Омега-3 — настоящий источник красоты. Она помогает: 
 
🔸сохранить коллаген, который отвечает за упругость и эластичность кожи; 
 
🔸бороться с воспалениями на коже (акне, экземы, кожные аллергии); 
 
🔸снизить трансэпидермальную потерю влаги и сохранить барьерную функцию кожи; 
 
🔸защитить кожу от окислительного стресса и свободных радикалов, так как является мощным антиоксидантом. 
 
Витамин D и омега-3 — мощный дуэт, который помогает сохранить красоту кожи, замедляет процессы фотостарения, ускоряет восстановление и обновление эпидермиса. И что самое важное — эти компоненты усиливают усвояемость и действие друг друга. 🤍 
 
Товар на OZON: 1543332684 ([#alias|vk.cc/cy2rN1|https://vk.cc/cy2rN1]) 
Товар на WB: 223908436 ([#alias|vk.cc/cy2rR6|https://vk.cc/cy2rR6]) 
 
А вы пьёте омега-3 и витамин D? Круглый год или только зимой?",12.0,2.0,3.0,1379.0,223908436,,223908436,артикул,geltekcosmetics,"БАД Омега-3 900 мг и витамин D3 2000 ME, 30 капсул",1273.0,1953.0,4.9,555.0,34.818228366615465
,,,,,,,,121024940,,geltekcosmetics,Гель интимный со вкусом соленой карамели на водной основе,1025.0,1699.0,4.6,388.0,39.67039434961743
,,,,,,,,344992984,,geltekcosmetics,Шампунь для волос укрепляющий с постбиотиками от выпадения,945.0,1499.0,4.9,312.0,36.95797198132088
,,,,,,,,26857217,,geltekcosmetics,гель для узи и лазерной эпиляции Ультрагель пониженной вязко…,744.0,1106.0,5.0,1454.0,32.730560578661844
2025-03-26 09:03:53,"🎊 Теперь шампуня хватит всем! 
 
Вы давно просили — мы сделали. С сегодняшнего дня все наши шампуни доступны в объёме 390 мл. Больше никаких маленьких флаконов, которые заканчиваются в самый неподходящий момент! 
 
💙 Увлажняющий ([#alias|vk.cc/cKdFgK|https://vk.cc/cKdFgK]) — универсальный вариант для всей семьи. Бережно очищает, подходит для частого применения и всех типов волос. 
 
💚 Для жирной кожи головы ([#alias|vk.cc/cKdFiX|https://vk.cc/cKdFiX]) — для интенсивного очищения волос и кожи, склонной к жирности. Цинк и ниацин нормализуют работу сальных желёз, салициловая кислота бережно отшелушивает омертвевшие клетки. Если утром вы помыли голову, а к вечеру она уже выглядит «грязной», этот вариант для вас. 
 
🩵 Бессульфатный ([#alias|vk.cc/cKdFlA|https://vk.cc/cKdFlA]) — для обладателей чувствительной кожи головы. Не содержит сульфатных ПАВ, мягко очищает кожу и волосы без пересушивания. Подходит для ежедневного использования и для окрашенных волос. 
 
Удобно, выгодно и хватит надолго! 💕 
 
🛒 Доступны для заказа на сайте, WB и OZON. 
 
🧴Шампунь увлажняющий для всех типов волос (WB ([#alias|vk.cc/cKdFrG|https://vk.cc/cKdFrG]), OZON ([#alias|vk.cc/cKdFvP|https://vk.cc/cKdFvP])); 
🧴Шампунь для жирной кожи головы (WB ([#alias|vk.cc/cKdFyG|https://vk.cc/cKdFyG]), OZON ([#alias|vk.cc/cKdFB8|https://vk.cc/cKdFB8])); 
🧴Шампунь бессульфатный для чувствительной кожи головы (WB ([#alias|vk.cc/cKdFDT|https://vk.cc/cKdFDT]), OZON ([#alias|vk.cc/cKdFIL|https://vk.cc/cKdFIL])).",98.0,3.0,1.0,3373.0,https://vk.cc/cKdFrG,https://www.wildberries.ru/catalog/344988236/detail.aspx?targetUrl=GP,344988236,ссылка на WB,geltekcosmetics,Шампунь увлажняющий для волос очищающий с розмарином,1501.0,2457.0,4.9,241.0,38.90923890923891
,,,,,,,,156114256,,geltekcosmetics,Гель для интимной гигиены женский с молочной кислотой 240 мл,1447.0,2395.0,5.0,920.0,39.58246346555324
2024-10-30 11:04:43,"[id737655735|Елена], наша билогически активная добавка COLLAGEN TRIPEPTIDE представлена в капсулах, на WB его можно найти по ссылке https://www.wildberries.ru/catalog/165893041/detail.aspx💟",0.0,0.0,0.0,0.0,165893041,,165893041,артикул,geltekcosmetics,"БАДы COLLAGEN TRIPEPTIDE, коллаген и витамин С, 120 капсул",2065.0,3215.0,4.9,1157.0,35.769828926905134
,,,,,,,,714926995,,geltekcosmetics,"Тоник для лица для жирной и проблемной кожи, 100 мл",606.0,1255.0,5.0,2.0,51.71314741035856
,,,,,,,,434402124,,geltekcosmetics,"Спрей - усилитель загара Bronze Booster, 100 мл",1224.0,1899.0,4.8,359.0,35.54502369668246
,,,,,,,,267679628,,geltekcosmetics,"Набор шампунь, бальзам для волос и гель для душа с кислотами",607.0,952.0,4.9,303.0,36.239495798319325
,,,,,,,,6807619,,geltekcosmetics,Крем для лица увлажняющий SPF 10 дневной,1466.0,2275.0,4.9,2630.0,35.56043956043956
,,,,,,,,6955937,,geltekcosmetics,Гель для лица с троксерутином от покраснений против купероза,2397.0,3991.0,4.9,612.0,39.93986469556502
,,,,,,,,318346477,,geltekcosmetics,Увлажняющий бальзам для губ Cucumber Breeze,720.0,1278.0,4.8,643.0,43.66197183098591
,,,,,,,,88806749,,geltekcosmetics,"Отшелушивающий лосьон для лица с салициловой кислотой, 100 м…",2380.0,3838.0,4.9,987.0,37.98853569567483
,,,,,,,,6955951,,geltekcosmetics,"Маска для лица увлажняющая гелевая для сухой кожи, 200 мл",2637.0,4091.0,4.9,1031.0,35.541432412613055
,,,,,,,,712229968,,geltekcosmetics,"Крем для рук Ceramides & Prebiotics, 30 мл",763.0,2469.0,5.0,5.0,69.09680032401782
,,,,,,,,6807616,,geltekcosmetics,Увлажняющая сыворотка для лица с гиалуроновой кислотой,1489.0,2619.0,4.9,3743.0,43.14623902252768
,,,,,,,,8461684,,geltekcosmetics,Тоник для лица увлажняющий для чувствительной кожи,2587.0,4907.0,4.9,969.0,47.27939678011005
,,,,,,,,140597458,,geltekcosmetics,Сыворотка для лица 3D-увлажнение 30 мл,2100.0,3568.0,4.9,13.0,41.143497757847534
,,,,,,,,247287341,,geltekcosmetics,"Крем для тела от натираний с цинком Geltek Sport, 50 мл",977.0,1516.0,4.9,607.0,35.55408970976253
,,,,,,,,15164124,,geltekcosmetics,"Гель для физиотерапии, обертывания, ЭМС Элкорапан, 250 г",350.0,521.0,4.9,724.0,32.82149712092131
2025-07-22 12:24:10,"Новинка для тех, чья кожа нуждается в особой заботе! 
 
Сухость, стянутость, шелушение. Всё это можно оставить в прошлом. 
Встречайте смягчающий крем для тела Soft therapy — формулу комфорта для очень сухой и огрубевшей кожи. 
 
Что внутри? 
 
10% мочевины эффективно смягчают и предотвращают потерю влаги. 
 
Комплекс из четырёх церамидов восстанавливает и укрепляет защитный барьер. 
 
Салициловая и каприлоил-салициловая кислоты мягко отшелушивают и выравнивают рельеф. 
 
Пантенол, масло ши и жожоба обеспечивают дополнительное питание. 
 
Крем легко распределяется, быстро впитывается и подходит даже для деликатных участков: локтей, пяток, спины, зоны декольте. Можно использовать ежедневно или в качестве SOS-средства. 
 
Устраняет шероховатость и смягчает 
Подходит для чувствительной кожи 
Удобный флакон с дозатором 
 
Смягчающий крем для тела Soft therapy уже доступен на нашем сайте ([#alias|vk.cc/cNU7WW|vk.cc/cNU7WW]) и маркетплейсах: WB ([#alias|vk.cc/cNU7YE|vk.cc/cNU7YE]), OZON ([#alias|vk.cc/cNU80U|vk.cc/cNU80U]), Lamoda ([#alias|vk.cc/cNU82Z|vk.cc/cNU82Z]), «Золотое Яблоко» ([#alias|vk.cc/cNU85r|vk.cc/cNU85r]), «Яндекс Маркет» ([#alias|vk.cc/cNU87d|vk.cc/cNU87d]), «Лэтуаль» ([#alias|vk.cc/cNU88O|vk.cc/cNU88O]). 
 
Оформите заказ сегодня, чтобы всё лето наслаждаться гладкой, ухоженной кожей — без сухости и дискомфорта.",49.0,4.0,0.0,1536.0,https://vk.cc/cNU7YE,https://www.wildberries.ru/catalog/418066820/detail.aspx?targetUrl=GP&utm_source=syte_geltek&utm_medium=cpc&utm_campaign=28247-id-syte_geltek_soft_therapy,418066820,ссылка на WB,geltekcosmetics,"Смягчающий крем для тела Soft therapy с мочевиной, 240 мл",1433.0,2224.0,4.8,523.0,35.56654676258993
,,,,,,,,250464509,,geltekcosmetics,Сыворотка для лица омолаживающая с пептидом и кислотами,2525.0,4204.0,4.9,2140.0,39.93815413891532
,,,,,,,,12846266,,geltekcosmetics,"Лосьон для ультразвуковой чистки лица от прыщей, 200 мл",1006.0,1482.0,4.9,1257.0,32.11875843454791
,,,,,,,,267695369,,geltekcosmetics,Набор шампунь и бальзам для волос увлажняющий,360.0,590.0,4.8,416.0,38.983050847457626
,,,,,,,,170871163,,geltekcosmetics,Сыворотка отбеливающая от пигментных пятен на лице,3397.0,5656.0,4.8,724.0,39.93988684582744
,,,,,,,,609048646,,geltekcosmetics,Подарочный набор уходовой косметики для лица,2280.0,3287.0,5.0,14.0,30.63583815028902
,,,,,,,,6955932,,geltekcosmetics,Гель для ультразвуковой чистки лица и дезинкрустации 200 мл,1094.0,1612.0,4.9,3580.0,32.13399503722084
,,,,,,,,123441259,,geltekcosmetics,"Увлажняющий крем для рук с церамидами питательный, 30 мл",1060.0,1713.0,4.8,577.0,38.12025685931116
,,,,,,,,318359591,,geltekcosmetics,"Молочко для тела увлажняющее Vanilla Milk, 390 мл",1704.0,2474.0,4.9,446.0,31.123686337914307
,,,,,,,,139260193,,geltekcosmetics,Сыворотка для лица Интенсив-омоложение 30 мл,1688.0,3035.0,4.8,40.0,44.382207578253706
,,,,,,,,9463575,,geltekcosmetics,Токопроводящий гель для микротоков лица антивозрастной,2174.0,3323.0,4.9,967.0,34.57718928678904
,,,,,,,,172183993,,geltekcosmetics,"Geltek Men Флюид после бритья для мужчин, 100 мл",1092.0,1633.0,4.9,1924.0,33.12921004286589
,,,,,,,,18506616,,geltekcosmetics,"Контактный гель для тела для аппаратной косметологии, 250 мл",1029.0,1517.0,4.9,454.0,32.16875411997363
,,,,,,,,174025853,,geltekcosmetics,Бальзам кондиционер для волос увлажняющий с протеинами шелка,1544.0,2588.0,5.0,514.0,40.34003091190108
,,,,,,,,165216230,,geltekcosmetics,"Крем для лица питательный массажный, 50 мл",1055.0,1638.0,4.9,1321.0,35.592185592185594
,,,,,,,,15163071,,geltekcosmetics,Гель для узи и лазерной эпиляции Медиагель 250 г,218.0,362.0,4.9,2117.0,39.77900552486188
,,,,,,,,165214754,,geltekcosmetics,Увлажняющий крем для лица ночной с гиалуроновой кислотой,2267.0,3657.0,5.0,1101.0,38.00929723817337
,,,,,,,,318352452,,geltekcosmetics,Бальзам стик для губ увлажняющий питательный с ланолином,719.0,1060.0,4.9,1390.0,32.16981132075472
,,,,,,,,403167893,,geltekcosmetics,"Гель силиконовый интимный увлажняющий, 50 мл",1484.0,2301.0,4.8,75.0,35.50630160799652
,,,,,,,,209779708,,geltekcosmetics,Гель - масло для душа увлажняющее парфюмированное,1517.0,2235.0,4.9,1884.0,32.12527964205816
,,,,,,,,15164120,,geltekcosmetics,Гель для кавитации и лазерной эпиляции Медиагель Алоэ Вера 2…,227.0,377.0,4.9,926.0,39.78779840848807
,,,,,,,,267692060,,geltekcosmetics,"Набор шампунь, бальзам для волос и гель для душа с кислотами",607.0,974.0,4.9,320.0,37.67967145790554
,,,,,,,,192029746,,geltekcosmetics,"Набор мужской косметики ""Гладкое бритье"" Geltek Men",1821.0,2537.0,4.9,759.0,28.22230981474182
,,,,,,,,609052534,,geltekcosmetics,Подарочный набор косметики для женщины кремы для лица,2280.0,3287.0,4.9,48.0,30.63583815028902
,,,,,,,,712229957,,geltekcosmetics,"Крем-эмолент Atopic Skin, 240 мл",2237.0,6938.0,5.0,13.0,67.75727875468435
,,,,,,,,139260205,,geltekcosmetics,Мусс для лица очищающий с витамином С 150 мл,1461.0,2228.0,5.0,45.0,34.42549371633753
,,,,,,,,267690026,,geltekcosmetics,"Дорожный набор шампунь и бальзам, гель для душа",607.0,974.0,4.9,452.0,37.67967145790554
,,,,,,,,7728694,,geltekcosmetics,Увлажняющая сыворотка для лица омолаживающая с гиалуроновой…,3338.0,5558.0,4.9,578.0,39.942425332853546
,,,,,,,,366004961,,geltekcosmetics,"Крем спрей для волос Caramel Popcorn, 150 мл",1350.0,1961.0,4.8,430.0,31.157572667006622
,,,,,,,,144456846,,geltekcosmetics,крем для лица мужской увлажняющий Geltek men,1282.0,1990.0,4.9,1145.0,35.57788944723618
,,,,,,,,15236448,,geltekcosmetics,Гель для узи и лазерной эпиляции Медиагель 5 кг,1088.0,1616.0,5.0,3518.0,32.67326732673268
,,,,,,,,712183123,,geltekcosmetics,"Бальзам для губ Vanilla Milk увлажняющий в стике, 7 г",612.0,1328.0,4.8,6.0,53.915662650602414
,,,,,,,,267702910,,geltekcosmetics,Дорожный набор шампунь и кондиционер для волос увлажняющий,360.0,590.0,4.9,443.0,38.983050847457626
,,,,,,,,498306887,,geltekcosmetics,Липидовосполняющий крем для лица Skin Bond (Союзмультфильм),1628.0,2905.0,5.0,229.0,43.958691910499134
,,,,,,,,62237524,,geltekcosmetics,Очищающий тоник для лица с АНА-кислотами освежающий 100 мл,1218.0,2123.0,4.9,1107.0,42.62835609985869
,,,,,,,,121024941,,geltekcosmetics,"Гель интимный со вкусом клубники на водной основе, 100 мл",1025.0,1625.0,4.8,364.0,36.92307692307693
,,,,,,,,732525723,,geltekcosmetics,"Крем для лица антивозрастной Rich & Restore, 30 мл",1615.0,3528.0,5.0,2.0,54.22335600907029
,,,,,,,,174002948,,geltekcosmetics,"Шампунь для жирной кожи головы Geltek Hair, 250 мл",1353.0,2037.0,4.8,342.0,33.578792341678934
,,,,,,,,15146250,,geltekcosmetics,Увлажняющая сыворотка для лица с гиалуроновой кислотой 30 мл,2067.0,3443.0,4.9,1942.0,39.96514667441185
,,,,,,,,17699679,,geltekcosmetics,Гель для лица защитный от мороза и шелушений 30мл,2019.0,2975.0,4.9,728.0,32.134453781512605
,,,,,,,,155802802,,geltekcosmetics,"Увлажняющий крем для рук с церамидами питательный, 240 мл",1775.0,2931.0,4.9,965.0,39.440464005458885
,,,,,,,,318372604,,geltekcosmetics,"Спрей молочко для тела с пробиотиками, 150 мл",1345.0,1954.0,4.8,207.0,31.166837256908902
,,,,,,,,121074521,,geltekcosmetics,Гель интимный со вкусом персик-манго на водной основе,977.0,1565.0,4.6,280.0,37.57188498402556
,,,,,,,,36466999,,geltekcosmetics,"Набор для ультразвуковой чистки лица, уз чистки",2779.0,4423.0,4.9,602.0,37.16934207551436
,,,,,,,,381354516,,geltekcosmetics,"Спрей молочко для тела с пробиотиками Fizzy Cola, 150 мл",1341.0,2239.0,4.8,143.0,40.10719071013845
,,,,,,,,519280441,,geltekcosmetics,Бальзам кондиционер для кудрявых и вьющихся волос от пушисто…,715.0,1127.0,4.9,52.0,36.557231588287486
,,,,,,,,505594063,,geltekcosmetics,"Масло для ухода за бородой и усами, 30 мл",1346.0,2420.0,4.9,285.0,44.3801652892562
,,,,,,,,88789576,,geltekcosmetics,"Глиняная крем маска для сужения пор на лице с каолином, 100…",1957.0,2924.0,4.9,1749.0,33.07113543091656
,,,,,,,,192030063,,geltekcosmetics,"Набор для мужской кожи ""Базовый уход"" Geltek Men",2639.0,3805.0,5.0,521.0,30.643889618922472
,,,,,,,,247288539,,geltekcosmetics,Бальзам стик для губ увлажняющий SPF 15 с церамидами от обве…,732.0,1079.0,4.9,1782.0,32.15940685820204
,,,,,,,,344987456,,geltekcosmetics,Шампунь бессульфатный для чувствительной кожи головы,1685.0,2643.0,4.9,212.0,36.24668936814226
,,,,,,,,187227186,,geltekcosmetics,"Гель для нижней трети лица моделирующий во флаконе, 100 мл",2009.0,3020.0,4.9,56.0,33.47682119205298
,,,,,,,,318342770,,geltekcosmetics,"Гель - масло для душа Vanilla Milk увлажняющее, 390 мл",1533.0,2259.0,4.7,447.0,32.13811420982736
,,,,,,,,223908437,,geltekcosmetics,"БАД Омега-3 90%, 30 капсул",1268.0,1945.0,5.0,353.0,34.80719794344473
,,,,,,,,609058292,,geltekcosmetics,Подарочный набор косметики для женщин крем для рук и ног,1541.0,2147.0,5.0,54.0,28.22543083372147
,,,,,,,,34344849,,geltekcosmetics,"Матирующий крем флюид для лица, 30мл",2477.0,3994.0,4.9,251.0,37.98197295943916
,,,,,,,,6955936,,geltekcosmetics,Гель концентрат с низкомолекулярной гиалуроновой кислотой 2%,2817.0,4629.0,4.9,235.0,39.14452365521712
,,,,,,,,139260209,,geltekcosmetics,Крем для лица для комбинированной кожи SPF 15 30 мл,1712.0,3964.0,4.9,31.0,56.81130171543896
,,,,,,,,171213250,,geltekcosmetics,Маска энзимная пектиновая 100 мл,1554.0,2370.0,4.6,37.0,34.43037974683544
,,,,,,,,609045584,,geltekcosmetics,Подарочный уходовой косметики для женщин крем и маска для ли…,3152.0,4544.0,5.0,28.0,30.633802816901408
,,,,,,,,384493799,,geltekcosmetics,"Крем - спрей для волос Fizzy Cola, 150 мл",1213.0,2048.0,4.8,198.0,40.771484375
,,,,,,,,8178218,,geltekcosmetics,Гель для лица и тела с пантенолом интенсив регенерация 30мл,1723.0,2885.0,4.9,566.0,40.27729636048527
,,,,,,,,139260220,,geltekcosmetics,Крем-сыворотка для лица Retiderm 025 с ретинолом 30 мл,2426.0,3992.0,4.9,63.0,39.22845691382765
,,,,,,,,714926928,,geltekcosmetics,"Тоник для лица освежающий с АНА - кислотами, 200 мл",1284.0,4333.0,4.5,2.0,70.36695130394645
,,,,,,,,712257146,,geltekcosmetics,"Лосьон-концентрат для лица Neo, 100 мл",1698.0,5944.0,3.8,5.0,71.43337819650067
,,,,,,,,712202615,,geltekcosmetics,"Гель антивозрастной для лица Neo, 100 мл",1464.0,4228.0,5.0,2.0,65.37369914853357
,,,,,,,,6955945,,geltekcosmetics,"Токопроводящий контактный гель с БТА-эффектом от морщин, 30…",2314.0,3536.0,4.9,433.0,34.55882352941176
,,,,,,,,326948513,,geltekcosmetics,"Молочко для тела, лосьон для тела Caramel Popcorn, 390 мл",1704.0,2474.0,4.9,1200.0,31.123686337914307
